cost_id,batch_id,supplier_id,part_id,material_cost_usd,labor_cost_usd,overhead_cost_usd,quality_cost_usd,transport_cost_usd,total_cost_usd,cost_per_unit_usd,currency,cost_date
6adfba50-692e-4ca4-be17-f468db580ef3,BATCH-000550,SUPP-003,PART-002,5188517.41,2161882.25,1297129.35,103770.35,311311.04,9062610.4,4872.3712,USD,2024-07-01T00:00:00
4ec9f1c4-4086-4a80-847a-f1aac84b3df3,BATCH-004120,SUPP-019,PART-018,5373700.33,2239041.8,1343425.08,107474.01,268685.02,9332326.23,2322.0518,USD,2024-05-17T00:00:00
27ce0009-29b5-4d51-9669-7b1917b71717,BATCH-002411,SUPP-011,PART-012,3416741.52,1423642.3,854185.38,68334.83,170837.08,5933741.11,2575.4085,USD,2023-10-30T00:00:00
e178a212-cbdf-41e4-8707-fc3f1fbf7d6f,BATCH-009408,SUPP-045,PART-020,5468909.96,2278712.48,1367227.49,109378.2,218756.4,9442984.54,2277.6133,USD,2023-09-29T00:00:00
2be6d891-51cf-4f09-8f3f-6d0eed1336a9,BATCH-001434,SUPP-006,PART-007,1778791.45,741163.1,444697.86,35575.83,106727.49,3106955.73,930.5049,USD,2023-02-01T00:00:00
b18f3de1-12b9-475e-bede-c3da1fe26bb8,BATCH-006298,SUPP-029,PART-021,1424164.68,593401.95,356041.17,28483.29,71208.23,2473299.33,984.9858,USD,2024-04-29T00:00:00
4b6750bb-66e3-40f4-b344-41cf939528d2,BATCH-005248,SUPP-025,PART-016,2108078.33,878365.97,527019.58,42161.57,105403.92,3661029.36,2193.5467,USD,2024-06-18T00:00:00
49066a2d-2ab2-40bf-a71b-da8add933b53,BATCH-000551,SUPP-003,PART-002,9722702.73,4051126.14,2430675.68,194454.05,583362.16,16982320.77,4725.1866,USD,2024-06-15T00:00:00
82025830-0078-45ef-9d00-560b809ea4b7,BATCH-006985,SUPP-032,PART-003,3255227.53,1356344.8,813806.88,65104.55,113932.96,5604416.73,2874.0599,USD,2024-07-01T00:00:00
294123e9-cd77-43ca-8f13-9b47050f9fb3,BATCH-001319,SUPP-005,PART-012,5958043.2,2482518.0,1489510.8,119160.86,357482.59,10406715.46,2670.4428,USD,2024-05-16T00:00:00
b16f8ea5-3b64-411b-b64d-6f90c488da9d,BATCH-001633,SUPP-006,PART-016,7813693.35,3255705.56,1953423.34,156273.87,468821.6,13647917.72,2842.724,USD,2023-05-03T00:00:00
fc24ece3-0473-4934-863b-3fd6cdaf32c4,BATCH-004934,SUPP-023,PART-010,5209494.96,2170622.9,1302373.74,104189.9,260474.75,9047156.25,2896.944,USD,2024-01-09T00:00:00
fe54fa8f-c2eb-4477-8e9b-5e035c623fad,BATCH-004316,SUPP-020,PART-018,4992327.95,2080136.65,1248081.99,99846.56,299539.68,8719932.83,2325.9357,USD,2024-08-19T00:00:00
45b0409c-babc-4d63-b35c-dae3fc2d1857,BATCH-000308,SUPP-002,PART-001,4834370.71,2014321.13,1208592.68,290062.24,314234.1,8661580.85,1987.5128,USD,2024-04-22T00:00:00
5f36ef9a-ca2f-4890-a7aa-1f459444a9dd,BATCH-001822,SUPP-007,PART-013,4865540.15,2027308.4,1216385.04,97310.8,291932.41,8498476.8,1978.6908,USD,2022-12-07T00:00:00
a2e4bd7e-e0ac-44c9-96ab-72adfb265ea6,BATCH-008412,SUPP-037,PART-022,765654.1,319022.54,191413.53,15313.08,26797.89,1318201.15,519.7954,USD,2024-04-03T00:00:00
9f0c6caa-0711-4854-b1ae-9f7395d8aef4,BATCH-001689,SUPP-007,PART-008,1581009.28,658753.86,395252.32,31620.19,94860.56,2761496.2,601.2402,USD,2024-04-29T00:00:00
c726b322-13d4-4375-a6c7-5f4136c6c3a3,BATCH-007979,SUPP-035,PART-004,3927640.0,1636516.67,981910.0,78552.8,137467.4,6762086.86,1953.7957,USD,2023-10-26T00:00:00
a612d56b-38ec-4fd6-ba32-0590aaa13a9c,BATCH-008234,SUPP-036,PART-021,1265307.59,527211.49,316326.9,25306.15,50612.3,2184764.44,684.45,USD,2023-12-26T00:00:00
875d17d2-bbbf-44c4-979d-726ae185b95b,BATCH-002020,SUPP-008,PART-016,7514127.01,3130886.25,1878531.75,150282.54,450847.62,13124675.17,2798.4382,USD,2024-05-17T00:00:00
703fc450-2f5f-4416-96cf-606b1fe7c475,BATCH-009055,SUPP-042,PART-018,1325949.01,552478.75,331487.25,26518.98,66297.45,2302731.44,1319.6169,USD,2023-06-12T00:00:00
405bedcd-d20c-480b-b2cb-cb4fd9c79192,BATCH-003673,SUPP-016,PART-004,6442975.35,2684573.06,1610743.84,128859.51,386578.52,11253730.28,2633.6837,USD,2023-07-23T00:00:00
1136aa6e-acd7-435a-bb59-de780bc8fb56,BATCH-005962,SUPP-027,PART-018,4526725.74,1886135.73,1131681.44,90534.51,181069.03,7816146.44,1886.1357,USD,2024-06-09T00:00:00
e0bf4cd7-2910-4cfa-81a6-0ce97dbc54ae,BATCH-008074,SUPP-035,PART-008,1414793.95,589497.48,353698.49,28295.88,49517.79,2435803.59,501.4005,USD,2024-01-02T00:00:00
adfc8a47-5cdc-4394-b767-49960bd28cc2,BATCH-004031,SUPP-018,PART-014,7544350.84,3143479.52,1886087.71,150887.02,490382.8,13215187.89,2987.1582,USD,2024-02-06T00:00:00
8c8f8ad7-56ed-4ae9-876b-b54d5c8bfaff,BATCH-005697,SUPP-026,PART-009,2930271.44,1220946.43,732567.86,58605.43,117210.86,5059602.02,1077.6575,USD,2024-07-23T00:00:00
cd976ef4-783a-4c24-a4cf-4f7ab2fca50c,BATCH-008709,SUPP-039,PART-022,1507823.89,628259.95,376955.97,90469.43,60312.96,2663822.21,538.2546,USD,2024-05-27T00:00:00
