failure_id,vin,reported_date,failure_mode,component_category,severity,mileage_at_failure,warranty_claim,repair_cost,downtime_days,dealer_code,customer_complaint,root_cause_identified,recall_related
0298e6e0-f3d3-4bc8-b1a6-f7097ee199ac,VIN100178,2025-02-16T00:00:00,overheating,Engine,4,12693,True,3756.95,6,DLR-189,"Temperature gauge shows high, steam from engine",True,False
c5eb0fc8-2294-430e-9fba-994d9764ea7c,VIN100181,2025-06-25T00:00:00,harness_corrosion,Electrical,3,38844,True,966.56,10,DLR-095,"Electrical issues, intermittent problems",True,False
0bb52382-ef17-4dd8-aec9-ed861328e410,VIN100190,2024-07-11T00:00:00,sensor_malfunction,Electrical,4,52286,True,1559.64,3,DLR-076,"Warning lights on dashboard, erratic behavior",True,False
61ad41d7-ea30-43c7-8eff-4ab3acd7260c,VIN100203,2025-03-06T00:00:00,oil_leak,Engine,3,14255,True,3850.71,1,DLR-024,"Oil spots under vehicle, engine oil level dropping",True,False
f7fa312c-1540-4bdc-ac24-8b3113e1c7a9,VIN100215,2025-03-15T00:00:00,timing_failure,Engine,3,28716,True,2050.48,1,DLR-121,"Strange noise from engine, won't start properly",True,True
f2eee820-3c69-41d7-91dc-ef91b44fb708,VIN100222,2025-05-12T00:00:00,torque_converter_failure,Transmission,4,16157,True,6054.45,5,DLR-168,"Shuddering during acceleration, poor fuel economy",False,False
cf3a065f-0d41-4249-ae29-2a3bd9e525c5,VIN100224,2024-07-25T00:00:00,battery_drain,Electrical,4,68578,True,1566.03,4,DLR-143,"Battery dies overnight, electrical components failing",True,False
0f6d62dd-5cc0-42fd-9d6e-8aa7f875390f,VIN100229,2025-02-02T00:00:00,caliper_seizure,Brake,3,20273,True,1185.06,8,DLR-037,Vehicle pulls to one side when braking,True,False
6f7188ab-6fc6-4303-a5b9-31bb9707f0ac,VIN100230,2024-12-22T00:00:00,bearing_wear,Engine,5,77902,True,2768.94,10,DLR-156,"Grinding noise from engine, metal particles in oil",True,True
76cb2b0c-42a8-4162-9158-d8ae374e2a74,VIN100242,2024-09-07T00:00:00,timing_failure,Engine,2,65450,True,2707.68,11,DLR-009,"Strange noise from engine, won't start properly",True,False
e11a26af-fb36-44b6-989f-0699f5aa1d5c,VIN100252,2025-05-17T00:00:00,rust_formation,Body,3,32919,True,897.55,12,DLR-066,"Rust spots appearing, metal corrosion",True,True
765c9da2-b150-4ca8-a5eb-3229bd6304d2,VIN100256,2025-04-14T00:00:00,disc_warping,Brake,3,22158,False,1745.07,13,DLR-001,Vibration in steering wheel when braking,True,False
78737450-2136-4a2a-948d-a6f7cec4bac6,VIN100257,2024-10-04T00:00:00,disc_warping,Brake,5,20768,True,2489.73,9,DLR-011,Vibration in steering wheel when braking,False,False
9234c5bf-d65b-453e-ba99-b839bd42ab08,VIN100260,2025-03-01T00:00:00,seal_failure,Body,3,14523,True,897.66,1,DLR-109,"Water leaking into cabin, wind noise",False,False
d51d6878-7fe7-42c7-943a-bff700b9bb07,VIN100264,2025-02-15T00:00:00,spring_fatigue,Suspension,3,45580,False,2310.32,4,DLR-150,"Vehicle sits low on one side, harsh ride",True,False
0e1f8464-accb-4770-b15a-44e62bbb00cc,VIN100270,2024-10-02T00:00:00,shift_delay,Transmission,3,59513,True,4975.23,1,DLR-020,"Delayed engagement when shifting, harsh shifts",True,True
3376ddfb-a648-41d5-9dd6-9e72e25eb1de,VIN100274,2025-07-31T00:00:00,misfire,Engine,4,39716,False,3305.08,8,DLR-125,"Engine runs rough, lacks power, check engine light on",True,False
b74df2e5-1e97-4d98-a380-ba3c2bf4cee0,VIN100278,2025-03-08T00:00:00,rust_formation,Body,3,48380,False,844.83,8,DLR-070,"Rust spots appearing, metal corrosion",True,True
5a04db9a-69ea-428c-9020-3e02c5b93779,VIN100283,2025-03-27T00:00:00,alignment_drift,Suspension,4,70466,False,1743.62,11,DLR-123,"Vehicle pulls to one side, uneven tire wear",True,False
4a682016-cace-4f9f-95bd-6671ce3d3211,VIN100289,2025-06-08T00:00:00,overheating,Engine,3,32551,True,3025.5,1,DLR-038,"Temperature gauge shows high, steam from engine",False,False
a297ef7d-0ef5-4f0a-bcda-cda8387bebd5,VIN100292,2024-12-23T00:00:00,torque_converter_failure,Transmission,4,39645,True,5045.47,6,DLR-160,"Shuddering during acceleration, poor fuel economy",True,False
519756cd-89b0-4610-bc0f-805a4a340ba7,VIN100296,2024-09-06T00:00:00,caliper_seizure,Brake,5,41240,True,1452.17,13,DLR-186,Vehicle pulls to one side when braking,True,True
daa7c0d9-9237-4045-a575-ee966842622c,VIN100299,2025-02-10T00:00:00,abs_malfunction,Brake,5,71759,False,2288.95,10,DLR-102,"ABS light on, strange pedal feel",True,True
3e0bbd7e-1e5d-4e42-a74b-e9df4ba7d85a,VIN100302,2025-01-24T00:00:00,ecu_failure,Electrical,4,12261,False,1340.12,6,DLR-070,"Check engine light, poor performance, won't start",True,False
0062633f-0fc7-445f-94f2-59808ae6491f,VIN100307,2025-03-10T00:00:00,harness_corrosion,Electrical,3,73915,True,864.16,2,DLR-129,"Electrical issues, intermittent problems",False,True
35f29ce2-fb8b-478d-9e2c-88cbee2f342c,VIN100314,2024-11-07T00:00:00,timing_failure,Engine,2,70087,True,2087.38,6,DLR-047,"Strange noise from engine, won't start properly",True,False
e83e992e-5c5d-41a9-9300-883458b3c696,VIN100315,2025-04-06T00:00:00,bearing_wear,Engine,5,70352,True,4395.0,4,DLR-022,"Grinding noise from engine, metal particles in oil",False,False
b3619fc5-4ea2-459d-a062-30cc2af44d5d,VIN100320,2024-11-09T00:00:00,abs_malfunction,Brake,4,23209,True,2006.6,2,DLR-177,"ABS light on, strange pedal feel",True,False
6a02405f-d468-44f4-bbba-4e336bf764b0,VIN100332,2025-08-27T00:00:00,shift_delay,Transmission,3,47328,True,3116.13,12,DLR-014,"Delayed engagement when shifting, harsh shifts",True,True
8d7b0dfe-499c-4937-b8fa-513c8f6ec965,VIN100335,2025-04-25T00:00:00,caliper_seizure,Brake,3,72662,True,2047.91,4,DLR-022,Vehicle pulls to one side when braking,True,True
e4e57940-0ac8-4311-bad0-44f20eabbc8c,VIN100340,2024-08-05T00:00:00,shift_delay,Transmission,3,75715,False,3760.57,5,DLR-086,"Delayed engagement when shifting, harsh shifts",True,False
76491ac2-de60-43a6-b34c-534fabe94616,VIN100343,2025-06-07T00:00:00,disc_warping,Brake,3,48823,True,1928.65,7,DLR-135,Vibration in steering wheel when braking,False,False
131919d8-b9ee-4bc3-8588-5ed8aedacf16,VIN100352,2025-07-16T00:00:00,pad_wear,Brake,3,32908,False,1604.28,1,DLR-097,"Squealing noise when braking, longer stopping distance",True,True
ae618000-e2c9-4b60-9bbd-3e411e6dd834,VIN100353,2025-05-08T00:00:00,trim_detachment,Body,5,72766,True,1252.56,4,DLR-172,"Interior trim pieces falling off, rattling",True,True
8af39c89-7bd1-4c5e-9a63-1b9563e4a55c,VIN100356,2024-12-13T00:00:00,abs_malfunction,Brake,5,29896,True,2217.52,8,DLR-173,"ABS light on, strange pedal feel",False,False
2f4daefe-1e0c-4184-8653-5b9bae2239c0,VIN100359,2025-03-24T00:00:00,bearing_wear,Engine,5,50407,True,2679.16,9,DLR-065,"Grinding noise from engine, metal particles in oil",True,False
ac2de651-8cf7-49ed-9a36-15937d864416,VIN100365,2024-09-10T00:00:00,overheating,Engine,3,35872,True,3611.86,13,DLR-037,"Temperature gauge shows high, steam from engine",True,False
6351a04a-33dc-49aa-82a5-051ded1324ba,VIN100368,2025-02-11T00:00:00,shift_delay,Transmission,3,39503,True,4590.13,9,DLR-180,"Delayed engagement when shifting, harsh shifts",False,True
79b0f255-e2c2-41a9-8c5b-41de2b0b3572,VIN100377,2025-01-05T00:00:00,overheating,Engine,5,21317,True,2837.32,3,DLR-116,"Temperature gauge shows high, steam from engine",True,False
6fb4af64-0f5e-4949-9e84-8d2c33158a62,VIN100381,2024-05-17T00:00:00,rust_formation,Body,3,59015,True,750.47,7,DLR-057,"Rust spots appearing, metal corrosion",True,False
2a786760-9134-4861-8b8b-02d61cfc1ee3,VIN100384,2025-04-01T00:00:00,sensor_malfunction,Electrical,5,59836,True,1193.89,3,DLR-095,"Warning lights on dashboard, erratic behavior",True,False
e59603c0-c845-406c-9673-d165ec4088a9,VIN100385,2024-05-18T00:00:00,caliper_seizure,Brake,5,25163,True,1897.59,8,DLR-083,Vehicle pulls to one side when braking,True,True
98a36972-0991-46c7-a970-69ddb71b9ecf,VIN100386,2024-10-04T00:00:00,rust_formation,Body,3,26272,False,590.96,5,DLR-033,"Rust spots appearing, metal corrosion",False,True
54e774ac-ef04-4c35-8567-48f4281f976c,VIN100391,2024-07-21T00:00:00,overheating,Engine,5,56173,False,3023.96,6,DLR-161,"Temperature gauge shows high, steam from engine",True,True
83df9cb3-02d5-4ab0-86f5-c3af709e84ee,VIN100392,2025-06-30T00:00:00,trim_detachment,Body,5,38979,True,917.32,4,DLR-168,"Interior trim pieces falling off, rattling",False,False
65815c44-94b5-436b-a35d-93342449fbba,VIN100393,2025-01-20T00:00:00,rust_formation,Body,4,18136,True,943.54,3,DLR-023,"Rust spots appearing, metal corrosion",True,True
5a2d6432-331c-4d32-bd6b-5bc5cfb3a5ab,VIN100448,2025-06-19T00:00:00,timing_failure,Engine,4,42547,True,3702.38,9,DLR-193,"Strange noise from engine, won't start properly",True,False
f757ca6e-5550-4e4c-a55c-ca39ddf7ab84,VIN100450,2025-08-24T00:00:00,battery_drain,Electrical,5,17232,True,1564.87,13,DLR-019,"Battery dies overnight, electrical components failing",True,True
cfa0f684-064d-40ab-9a3e-ee29e9021107,VIN100460,2025-04-27T00:00:00,alignment_drift,Suspension,5,8718,True,2128.3,2,DLR-179,"Vehicle pulls to one side, uneven tire wear",True,False
77b9602c-ef06-4b98-b361-76d13aeac372,VIN100470,2024-07-29T00:00:00,abs_malfunction,Brake,4,31534,True,1345.57,10,DLR-057,"ABS light on, strange pedal feel",True,False
faefb46a-8d4f-47d1-b4bc-afbf8988e183,VIN100472,2025-08-02T00:00:00,disc_warping,Brake,4,53307,True,1496.17,10,DLR-183,Vibration in steering wheel when braking,True,True
de821b60-10d9-4345-ba41-6cb8ad66b1b4,VIN100478,2024-07-05T00:00:00,sensor_malfunction,Electrical,3,16499,False,985.7,4,DLR-062,"Warning lights on dashboard, erratic behavior",True,True
853f0317-aaca-4ed5-9d4f-a10f69b3a5a7,VIN100480,2025-04-03T00:00:00,gear_slip,Transmission,3,53243,True,4974.65,1,DLR-044,"Transmission slipping, won't stay in gear",True,False
6da322be-bcf7-4474-a615-1628346910a0,VIN100494,2025-05-25T00:00:00,harness_corrosion,Electrical,5,51140,False,2024.19,1,DLR-194,"Electrical issues, intermittent problems",True,False
caabc17d-bf13-4c8c-823c-401591e7236a,VIN100504,2024-10-23T00:00:00,misfire,Engine,4,51203,True,3757.36,12,DLR-025,"Engine runs rough, lacks power, check engine light on",True,False
32c3101b-d688-4aee-a77e-cf624b01e813,VIN100507,2024-07-21T00:00:00,alignment_drift,Suspension,4,24621,True,2312.33,12,DLR-144,"Vehicle pulls to one side, uneven tire wear",False,False
b4ade183-6a49-4497-a2a1-81b22c793d8a,VIN100531,2025-08-24T00:00:00,abs_malfunction,Brake,5,9931,True,2476.69,8,DLR-182,"ABS light on, strange pedal feel",False,True
2b540768-097b-45f4-b6aa-42c71aa31543,VIN100539,2025-03-23T00:00:00,disc_warping,Brake,4,78347,False,2029.77,3,DLR-173,Vibration in steering wheel when braking,True,True
27593bdd-dc4f-4877-bdb3-10827fcbf869,VIN100541,2025-02-25T00:00:00,fluid_leak,Transmission,3,24156,True,4939.71,9,DLR-143,"Red fluid leaking, transmission not shifting properly",True,False
174193fd-9793-4f6b-b53b-23abb9337e7f,VIN100563,2025-02-03T00:00:00,strut_leak,Suspension,1,34666,False,1281.59,8,DLR-152,"Bouncing ride, oil on strut, poor handling",False,False
aa10d627-dd07-4932-8462-5e08128d11ed,VIN100567,2025-03-22T00:00:00,timing_failure,Engine,5,49797,True,3355.76,10,DLR-149,"Strange noise from engine, won't start properly",False,False
ed527911-d466-49ef-b2aa-faa0398ef102,VIN100576,2024-09-26T00:00:00,sensor_malfunction,Electrical,5,55513,False,1067.99,5,DLR-128,"Warning lights on dashboard, erratic behavior",True,False
c36cdfe8-749d-4a29-939f-84e999cf7b93,VIN100580,2024-08-09T00:00:00,shift_delay,Transmission,4,17204,True,3630.81,3,DLR-012,"Delayed engagement when shifting, harsh shifts",True,True
06489d86-4a56-49be-a0f9-e3837f580872,VIN100588,2025-02-11T00:00:00,disc_warping,Brake,4,27662,True,1786.8,2,DLR-103,Vibration in steering wheel when braking,True,True
eee54c8b-7f2c-4be6-9e83-1142fb1ae32a,VIN100592,2024-09-30T00:00:00,pad_wear,Brake,4,28539,True,2171.7,6,DLR-078,"Squealing noise when braking, longer stopping distance",True,False
6ab2e777-b5c9-440a-9b2b-f1c4f7918759,VIN100597,2025-03-16T00:00:00,pad_wear,Brake,4,73611,True,1315.97,13,DLR-124,"Squealing noise when braking, longer stopping distance",True,False
dca09a4e-6926-4157-a5c0-cd292e4fd8cf,VIN100601,2025-01-16T00:00:00,sensor_malfunction,Electrical,5,52373,True,1593.96,5,DLR-115,"Warning lights on dashboard, erratic behavior",True,False
2d272e6e-39ab-46de-a60d-8681d8e27c54,VIN100602,2025-03-03T00:00:00,trim_detachment,Body,4,68619,False,812.85,9,DLR-173,"Interior trim pieces falling off, rattling",True,True
96c75aca-7b0e-443f-8f9d-86fdaec2cc77,VIN100603,2024-04-02T00:00:00,ecu_failure,Electrical,1,64978,True,749.46,13,DLR-165,"Check engine light, poor performance, won't start",False,False
7e0c4d96-ade0-4674-8880-8f697fd3d4c7,VIN100607,2025-04-26T00:00:00,torque_converter_failure,Transmission,3,7592,True,2993.26,8,DLR-026,"Shuddering during acceleration, poor fuel economy",True,False
58fbfc96-f638-48fa-995a-6a0562fad596,VIN100611,2024-12-07T00:00:00,spring_fatigue,Suspension,3,38802,True,2099.67,3,DLR-136,"Vehicle sits low on one side, harsh ride",False,True
087aa6be-571f-48f9-869c-21b35bfa7533,VIN100616,2025-02-22T00:00:00,harness_corrosion,Electrical,3,32954,True,1568.1,5,DLR-169,"Electrical issues, intermittent problems",False,False
252a5011-024a-44c6-a7ca-18c669526735,VIN100619,2025-04-19T00:00:00,torque_converter_failure,Transmission,5,43880,True,5658.74,13,DLR-001,"Shuddering during acceleration, poor fuel economy",True,False
042a2252-8b19-4587-911f-3542eac5d7ab,VIN100620,2024-07-24T00:00:00,bearing_wear,Engine,3,39049,True,2869.68,9,DLR-029,"Grinding noise from engine, metal particles in oil",False,False
df2c1ec7-d03b-4019-81bd-f1a272fefb1c,VIN100630,2025-04-07T00:00:00,torque_converter_failure,Transmission,3,78141,True,5317.05,4,DLR-129,"Shuddering during acceleration, poor fuel economy",False,False
3a53dd7f-a7fe-46e3-a760-52a9528fe3f6,VIN100635,2025-06-16T00:00:00,overheating,Engine,5,25412,True,4962.49,8,DLR-039,"Temperature gauge shows high, steam from engine",False,False
5fc80e76-2654-45fc-af6e-10ac30a15600,VIN100637,2024-04-09T00:00:00,disc_warping,Brake,3,8984,True,1934.15,6,DLR-041,Vibration in steering wheel when braking,False,False
7ea8c5b5-47b8-4165-9c2e-c022471c8b69,VIN100638,2024-11-09T00:00:00,paint_defect,Body,4,58261,False,796.91,4,DLR-076,"Paint peeling, color mismatch, surface roughness",True,False
51c2b3f0-86af-4d99-b7ca-013022822cab,VIN100647,2024-10-06T00:00:00,caliper_seizure,Brake,4,62113,True,2459.86,7,DLR-131,Vehicle pulls to one side when braking,True,True
9fa0b63b-5c51-42e9-8fdc-74040107d23b,VIN100650,2025-02-09T00:00:00,bushing_wear,Suspension,3,74195,True,1630.62,2,DLR-055,"Clunking noise over bumps, steering feels loose",True,False
9401e8db-432b-4290-a900-e69bf63df5ee,VIN100656,2025-02-26T00:00:00,spring_fatigue,Suspension,5,65995,True,1950.73,4,DLR-100,"Vehicle sits low on one side, harsh ride",True,False
f2a07aa9-9519-481b-97a7-93dff800b80c,VIN100661,2025-05-01T00:00:00,ecu_failure,Electrical,5,56687,True,1974.22,6,DLR-053,"Check engine light, poor performance, won't start",True,False
4ef821f0-9390-413e-8147-75af033ea1ad,VIN100664,2025-02-06T00:00:00,bearing_wear,Engine,4,9715,True,4392.14,12,DLR-063,"Grinding noise from engine, metal particles in oil",True,False
2dc12146-224a-49d7-b977-463f2439aa05,VIN100679,2024-06-02T00:00:00,oil_leak,Engine,5,29049,False,4334.0,3,DLR-042,"Oil spots under vehicle, engine oil level dropping",True,False
7750c19d-cbdc-4708-a938-02f4ed8c719d,VIN100687,2024-12-22T00:00:00,shift_delay,Transmission,3,10310,True,3009.37,3,DLR-093,"Delayed engagement when shifting, harsh shifts",True,True
e4e715bc-4926-4c35-b513-1f17f2245e5b,VIN100697,2025-05-29T00:00:00,misfire,Engine,4,18382,True,3247.25,8,DLR-089,"Engine runs rough, lacks power, check engine light on",False,True
6a2a210b-7a2a-4be6-94a8-70a6e1067073,VIN100708,2025-05-06T00:00:00,sensor_malfunction,Electrical,5,42078,True,1765.26,2,DLR-009,"Warning lights on dashboard, erratic behavior",False,False
6927047f-8f64-4f1e-aa90-8e035beaf16e,VIN100744,2025-06-08T00:00:00,ecu_failure,Electrical,4,32765,True,1071.91,4,DLR-153,"Check engine light, poor performance, won't start",False,True
544b7315-c410-437b-98b4-878e2f370e80,VIN100754,2025-05-16T00:00:00,fluid_leak,Transmission,4,52991,True,5432.48,11,DLR-052,"Red fluid leaking, transmission not shifting properly",True,False
22739f46-a115-412a-8715-3441cb2348a1,VIN100757,2025-03-16T00:00:00,seal_failure,Body,5,77909,True,1199.52,11,DLR-154,"Water leaking into cabin, wind noise",True,False
440ecdd5-b1a2-4330-8aa3-0fc204c7ea9d,VIN100772,2025-06-13T00:00:00,ecu_failure,Electrical,5,58885,False,1352.59,11,DLR-126,"Check engine light, poor performance, won't start",False,False
7371b6a0-be65-49a0-9764-6d8340f77d6a,VIN100774,2024-07-12T00:00:00,sensor_malfunction,Electrical,3,23971,True,1333.47,9,DLR-133,"Warning lights on dashboard, erratic behavior",True,False
ee480105-92b1-4d07-8fcf-489ad53720aa,VIN100779,2025-02-20T00:00:00,overheating,Engine,5,46107,True,3560.6,7,DLR-160,"Temperature gauge shows high, steam from engine",True,False
f81f0302-0058-45d2-8964-076391a2c0f3,VIN100783,2025-05-24T00:00:00,sensor_malfunction,Electrical,5,59796,False,1584.15,1,DLR-058,"Warning lights on dashboard, erratic behavior",True,True
5927db86-3523-42e0-b856-acfaabdfa21e,VIN100784,2025-05-25T00:00:00,torque_converter_failure,Transmission,4,53491,True,4307.07,8,DLR-050,"Shuddering during acceleration, poor fuel economy",True,False
c7e63e3e-53c9-4464-8111-4e31fc8d80be,VIN100795,2025-04-12T00:00:00,battery_drain,Electrical,4,54493,True,1828.14,11,DLR-091,"Battery dies overnight, electrical components failing",True,False
d66592e8-094b-4e88-807d-f360d8162fee,VIN100799,2024-09-09T00:00:00,overheating,Engine,5,17577,True,4201.23,4,DLR-140,"Temperature gauge shows high, steam from engine",True,True
4650d17c-b408-4aa1-b7d9-e68867f86961,VIN100800,2025-05-03T00:00:00,disc_warping,Brake,5,40028,True,1930.57,13,DLR-103,Vibration in steering wheel when braking,True,True
2c76078b-3b7c-4303-95ca-dc110e8415d5,VIN100805,2024-08-24T00:00:00,oil_leak,Engine,4,36571,True,2798.93,8,DLR-003,"Oil spots under vehicle, engine oil level dropping",True,True
84503c88-d3b0-4e8d-9aa0-9a3522f52b60,VIN100806,2025-03-22T00:00:00,bearing_wear,Engine,5,52699,True,3584.44,5,DLR-173,"Grinding noise from engine, metal particles in oil",True,False
78acc16f-eb69-4f9f-bbf0-7b21c20e83da,VIN100807,2025-02-01T00:00:00,seal_failure,Body,4,39468,True,1207.1,9,DLR-198,"Water leaking into cabin, wind noise",True,False
09c002e7-ba04-4970-b153-ad45d970bfea,VIN100823,2024-05-14T00:00:00,timing_failure,Engine,3,72408,True,3278.27,13,DLR-130,"Strange noise from engine, won't start properly",False,False
3abe5db7-bc56-4aa5-8e18-c434aa39f0d0,VIN100837,2024-11-28T00:00:00,disc_warping,Brake,4,55640,True,2335.65,9,DLR-074,Vibration in steering wheel when braking,True,True
987277da-f43e-496c-b4c5-c3b864615005,VIN100839,2024-05-30T00:00:00,misfire,Engine,5,37014,True,4888.84,11,DLR-040,"Engine runs rough, lacks power, check engine light on",True,False
d8c23321-be00-448d-9532-e5e66647daab,VIN100844,2025-04-13T00:00:00,abs_malfunction,Brake,4,37124,True,2309.9,12,DLR-087,"ABS light on, strange pedal feel",True,True
977a119b-3194-4b0e-bf4b-be461dbfe1a5,VIN100857,2025-02-06T00:00:00,battery_drain,Electrical,5,45082,True,1803.24,5,DLR-192,"Battery dies overnight, electrical components failing",False,True
2dc2b238-75a9-45d4-b1f0-60ef53116d05,VIN100858,2025-01-10T00:00:00,sensor_malfunction,Electrical,3,19432,False,1061.27,10,DLR-096,"Warning lights on dashboard, erratic behavior",True,True
0f0a3d5c-d819-4f25-acd9-17ed5499cf85,VIN100859,2024-10-21T00:00:00,battery_drain,Electrical,3,53979,True,1446.27,5,DLR-145,"Battery dies overnight, electrical components failing",False,True
7980fd20-2feb-4122-8e6c-5c92c183689c,VIN100868,2025-08-06T00:00:00,misfire,Engine,4,75910,True,4410.75,9,DLR-179,"Engine runs rough, lacks power, check engine light on",False,True
47843fc0-d2f8-4ebd-878d-82aaf73fc919,VIN100874,2025-05-12T00:00:00,gear_slip,Transmission,3,72231,True,3848.89,7,DLR-132,"Transmission slipping, won't stay in gear",True,False
f616e70b-810a-4fa9-96d6-a279b55c88d8,VIN100876,2024-10-12T00:00:00,overheating,Engine,3,7619,True,2895.93,10,DLR-192,"Temperature gauge shows high, steam from engine",True,True
2f82d9f5-7cfb-4c65-aa29-73ed0b1219a6,VIN100883,2025-02-11T00:00:00,trim_detachment,Body,5,42483,True,1225.41,12,DLR-134,"Interior trim pieces falling off, rattling",False,False
5b32d049-e21d-407a-8437-7dc62ed2f789,VIN100885,2024-12-25T00:00:00,overheating,Engine,3,8418,True,3802.92,11,DLR-133,"Temperature gauge shows high, steam from engine",False,False
152cac94-20ce-4de8-970c-dab19298ddba,VIN100891,2025-04-21T00:00:00,ecu_failure,Electrical,5,66457,True,1065.09,1,DLR-076,"Check engine light, poor performance, won't start",True,False
23628ecb-df2b-4a24-91cc-ac250fff2e57,VIN100894,2024-04-03T00:00:00,harness_corrosion,Electrical,4,63046,False,1049.09,9,DLR-071,"Electrical issues, intermittent problems",True,False
9f183a14-bcf3-4538-a194-e5c43ff832a7,VIN100896,2025-08-03T00:00:00,bearing_wear,Engine,3,58897,True,3641.54,11,DLR-182,"Grinding noise from engine, metal particles in oil",False,False
92852d3b-b27d-4b90-a4ee-48ff9d97083f,VIN100897,2024-12-30T00:00:00,gear_slip,Transmission,3,76586,True,3218.79,2,DLR-023,"Transmission slipping, won't stay in gear",True,False
